,azimuth_angle_bins,max_elevation_angles (deg),radial_distances (m),heights (m),longitude,latitude
1073,107.30000000000001,4.857505566651689,8472.26570896382,720.0,-90.35208333333334,79.39597222222223
1074,107.4,4.849694808099847,8497.762489787967,721.0,-90.35125,79.39569444444444
1075,107.5,4.90853527342021,8465.270139113725,727.0,-90.35291666666667,79.39569444444444
1076,107.60000000000001,4.8598985932515655,8432.790240234102,717.0,-90.35458333333334,79.39569444444444
1077,107.7,4.9393887816445785,8458.416137716535,731.0,-90.35375,79.39541666666666
1078,107.80000000000001,4.96904030473339,8442.19581042919,734.0,-90.35458333333334,79.39541666666666
1079,107.9,4.907014728586302,8467.906163407233,727.0,-90.35375,79.3951388888889
1080,108.0,5.002740918512764,8419.30968399554,737.0,-90.35625,79.3951388888889
1081,108.10000000000001,4.9987988109134465,8403.117471039104,735.0,-90.35708333333334,79.3951388888889
1082,108.2,5.00378981044023,8428.957180824349,738.0,-90.35625,79.39486111111111
1083,108.30000000000001,5.066525587159699,8380.446487006038,743.0,-90.35875,79.39486111111111
1084,108.4,5.028686708997063,8364.283121275264,736.0,-90.35958333333333,79.39486111111111
1085,108.5,5.101286556804107,8390.252635670484,749.0,-90.35875,79.39458333333333
1086,108.60000000000001,5.1344882864489385,8357.967294205251,751.0,-90.36041666666667,79.39458333333333
1087,108.7,5.137554415397035,8341.82994662608,750.0,-90.36125,79.39458333333333
1088,108.80000000000001,5.135209893068349,8367.91405473635,752.0,-90.36041666666667,79.39430555555556
1089,108.9,5.192211727877189,8319.570629782529,756.0,-90.36291666666666,79.39430555555556
1090,109.0,5.161164752509214,8303.463504199917,750.0,-90.36375,79.39430555555556
1091,109.10000000000001,11.210518585839038,141.2742082305733,28.0,-90.74125,79.41819444444444
1092,109.2,5.243769601889424,8313.590492061316,763.0,-90.36375,79.39402777777778
1093,109.30000000000001,5.179631610213634,8339.887843359713,756.0,-90.36291666666666,79.39375
1094,109.4,6.397615059458955,231.882354924437,26.0,-90.73708333333333,79.41791666666667
1095,109.5,5.2814115009741025,8275.639813018233,765.0,-90.36625,79.39375
1096,109.60000000000001,5.285223031884368,8302.06768933908,768.0,-90.36541666666666,79.39347222222223
1097,109.7,5.326206593689859,8269.999514398642,771.0,-90.36708333333333,79.39347222222223
1098,109.80000000000001,5.295197580561156,8253.971441684942,765.0,-90.36791666666667,79.39347222222223
1099,109.9,5.340061307447477,8280.513859370632,774.0,-90.36708333333333,79.39319444444445
1100,110.0,5.357217005645742,8264.506178062062,775.0,-90.36791666666667,79.39319444444445
1101,110.10000000000001,5.312710053018097,8291.130197383158,771.0,-90.36708333333333,79.39291666666666
1102,110.2,5.350370823083926,8275.143052658108,775.0,-90.36791666666667,79.39291666666666
